Date,Close,Open,High,Low,Vol.,Change %
"Jul 05, 2012",12897,"12,941.85","12,961.30","12,852.24",97.80M,-0.36%
"Jul 06, 2012",12772,"12,889.40","12,889.40","12,702.99",96.76M,-0.96%
"Jul 09, 2012",12736,"12,772.02","12,772.02","12,686.57",100.15M,-0.28%
"Jul 10, 2012",12653,"12,733.87","12,830.29","12,606.91",114.76M,-0.65%
"Jul 11, 2012",12605,"12,653.04","12,661.97","12,534.33",128.42M,-0.38%
"Jul 12, 2012",12573,"12,602.71","12,630.64","12,492.25",142.76M,-0.25%
"Jul 13, 2012",12777,"12,573.73","12,784.73","12,573.04",121.08M,1.62%
"Jul 16, 2012",12727,"12,776.33","12,779.58","12,690.05",93.50M,-0.39%
"Jul 17, 2012",12806,"12,728.73","12,829.23","12,645.10",119.62M,0.62%
"Jul 18, 2012",12909,"12,796.98","12,921.94","12,754.61",130.07M,0.81%
"Jul 19, 2012",12943,"12,909.61","12,977.57","12,889.93",139.48M,0.27%
"Jul 20, 2012",12823,"12,942.68","12,942.83","12,810.35",210.77M,-0.93%
"Jul 23, 2012",12721,"12,820.45","12,820.45","12,583.41",137.76M,-0.79%
"Jul 24, 2012",12617,"12,720.93","12,730.09","12,521.84",131.53M,-0.82%
"Jul 25, 2012",12676,"12,617.77","12,732.77","12,617.62",127.32M,0.47%
"Jul 26, 2012",12888,"12,680.59","12,931.22","12,680.59",133.62M,1.67%
"Jul 27, 2012",13076,"12,888.91","13,117.74","12,888.53",161.51M,1.46%
"Jul 30, 2012",13073,"13,075.35","13,128.64","13,042.85",91.73M,-0.02%
"Jul 31, 2012",13009,"13,071.72","13,082.66","13,006.48",125.98M,-0.49%
"Aug 01, 2012",12971,"13,007.47","13,074.83","12,951.16",133.28M,-0.29%
"Aug 02, 2012",12879,"12,969.70","12,969.85","12,778.90",112.77M,-0.71%
"Aug 03, 2012",13096,"12,884.82","13,133.18","12,884.82",112.39M,1.69%
"Aug 06, 2012",13118,"13,099.88","13,187.28","13,099.72",84.27M,0.16%
"Aug 07, 2012",13169,"13,118.65","13,215.97","13,118.42",95.24M,0.39%
"Aug 08, 2012",13176,"13,158.10","13,202.65","13,115.24",84.91M,0.05%
"Aug 09, 2012",13165,"13,174.73","13,200.23","13,125.09",84.35M,-0.08%
"Aug 10, 2012",13208,"13,163.15","13,208.22","13,094.96",86.64M,0.32%
"Aug 13, 2012",13169,"13,204.93","13,205.01","13,112.94",67.55M,-0.29%
"Aug 14, 2012",13172,"13,168.11","13,223.01","13,142.10",84.43M,0.02%
"Aug 15, 2012",13165,"13,157.47","13,192.89","13,138.23",77.13M,-0.06%
"Aug 16, 2012",13250,"13,163.24","13,269.35","13,145.85",114.58M,0.65%
"Aug 17, 2012",13275,"13,251.20","13,281.32","13,244.85",138.54M,0.19%
"Aug 20, 2012",13272,"13,274.58","13,276.15","13,230.06",87.59M,-0.03%
"Aug 21, 2012",13204,"13,272.10","13,330.76","13,186.60",117.06M,-0.51%
"Aug 22, 2012",13173,"13,198.31","13,205.06","13,120.34",111.22M,-0.23%
"Aug 23, 2012",13057,"13,171.37","13,171.37","13,046.46",108.80M,-0.88%
"Aug 24, 2012",13158,"13,052.82","13,175.51","13,027.20",88.03M,0.77%
"Aug 27, 2012",13125,"13,157.74","13,176.17","13,115.46",96.07M,-0.25%
"Aug 28, 2012",13103,"13,122.74","13,147.32","13,081.12",81.63M,-0.17%
"Aug 29, 2012",13107,"13,103.46","13,144.81","13,081.27",91.53M,0.03%
"Aug 30, 2012",13001,"13,101.29","13,101.37","12,978.91",89.98M,-0.81%
"Aug 31, 2012",13091,"13,002.72","13,151.87","13,002.64",119.78M,0.69%
"Sep 04, 2012",13036,"13,092.15","13,092.39","12,977.09",103.92M,-0.42%
"Sep 05, 2012",13047,"13,036.09","13,095.91","13,018.74",92.55M,0.09%
"Sep 06, 2012",13292,"13,045.23","13,294.13","13,045.08",128.65M,1.87%
"Sep 07, 2012",13307,"13,289.53","13,320.27","13,266.22",142.21M,0.11%
"Sep 10, 2012",13254,"13,308.56","13,324.10","13,251.39",123.81M,-0.39%
"Sep 11, 2012",13323,"13,254.60","13,354.34","13,253.21",104.92M,0.52%
"Sep 12, 2012",13333,"13,321.62","13,373.62","13,317.52",111.52M,0.07%
"Sep 13, 2012",13540,"13,329.71","13,573.33","13,325.11",151.77M,1.55%
"Sep 14, 2012",13593,"13,540.40","13,653.24","13,533.94",185.16M,0.40%
"Sep 17, 2012",13553,"13,588.57","13,593.15","13,526.67",128.02M,-0.30%
"Sep 18, 2012",13565,"13,552.33","13,582.12","13,517.81",120.72M,0.09%
"Sep 19, 2012",13578,"13,565.41","13,626.48","13,556.74",116.21M,0.10%
"Sep 20, 2012",13597,"13,575.17","13,599.02","13,503.00",117.91M,0.14%
"Sep 21, 2012",13579,"13,597.24","13,647.10","13,571.53",429.61M,-0.13%
"Sep 24, 2012",13559,"13,577.85","13,601.90","13,521.68",120.37M,-0.15%
"Sep 25, 2012",13458,"13,559.92","13,620.21","13,457.25",138.63M,-0.75%
"Sep 26, 2012",13414,"13,458.63","13,480.37","13,406.91",124.35M,-0.33%
"Sep 27, 2012",13486,"13,413.47","13,522.83","13,413.47",113.99M,0.54%
"Sep 28, 2012",13437,"13,485.89","13,487.66","13,367.27",146.95M,-0.36%
"Oct 01, 2012",13515,"13,437.66","13,598.25","13,437.66",106.12M,0.58%
"Oct 02, 2012",13482,"13,515.30","13,567.06","13,424.92",90.73M,-0.24%
"Oct 03, 2012",13495,"13,479.21","13,536.27","13,439.12",103.89M,0.09%
"Oct 04, 2012",13575,"13,495.18","13,594.33","13,495.18",106.39M,0.60%
"Oct 05, 2012",13610,"13,569.18","13,661.87","13,568.75",115.50M,0.26%
"Oct 08, 2012",13584,"13,610.38","13,610.38","13,552.09",71.29M,-0.19%
"Oct 09, 2012",13474,"13,582.88","13,592.33","13,473.31",103.63M,-0.81%
"Oct 10, 2012",13345,"13,473.53","13,478.83","13,327.62",101.12M,-0.95%
"Oct 11, 2012",13326,"13,346.28","13,428.49","13,326.12",86.63M,-0.14%
"Oct 12, 2012",13329,"13,325.62","13,401.32","13,296.43",113.74M,0.02%
"Oct 15, 2012",13424,"13,329.54","13,437.66","13,325.93",114.88M,0.72%
"Oct 16, 2012",13552,"13,423.84","13,556.37","13,423.76",113.45M,0.95%
"Oct 17, 2012",13557,"13,539.63","13,561.65","13,468.90",135.57M,0.04%
"Oct 18, 2012",13549,"13,553.24","13,588.73","13,510.93",128.41M,-0.06%
"Oct 19, 2012",13344,"13,545.33","13,545.49","13,312.22",239.08M,-1.52%
"Oct 22, 2012",13346,"13,344.28","13,368.55","13,235.15",121.88M,0.02%
"Oct 23, 2012",13103,"13,344.90","13,344.90","13,083.28",122.22M,-1.82%
"Oct 24, 2012",13077,"13,103.53","13,155.21","13,063.63",110.67M,-0.19%
"Oct 25, 2012",13104,"13,079.64","13,164.52","13,039.86",114.58M,0.20%
"Oct 26, 2012",13107,"13,104.22","13,151.72","13,040.17",134.64M,0.03%
"Oct 31, 2012",13096,"13,107.44","13,189.08","13,052.07",138.16M,-0.08%
"Nov 01, 2012",13233,"13,099.19","13,273.71","13,099.11",140.51M,1.04%
"Nov 02, 2012",13093,"13,233.39","13,289.45","13,076.57",137.66M,-1.05%
"Nov 05, 2012",13112,"13,092.28","13,140.58","13,038.71",95.35M,0.15%
"Nov 06, 2012",13246,"13,113.89","13,290.75","13,112.90",105.71M,1.02%
"Nov 07, 2012",12933,"13,228.24","13,228.32","12,876.60",164.25M,-2.36%
"Nov 08, 2012",12811,"12,932.81","12,980.23","12,811.24",138.35M,-0.94%
"Nov 09, 2012",12815,"12,811.17","12,890.19","12,743.39",131.67M,0.03%
"Nov 12, 2012",12815,"12,815.93","12,861.28","12,783.00",62.36M,0.00%
"Nov 13, 2012",12756,"12,808.71","12,898.25","12,748.51",142.20M,-0.46%
"Nov 14, 2012",12571,"12,746.54","12,797.73","12,542.68",162.18M,-1.45%
"Nov 15, 2012",12542,"12,571.10","12,600.59","12,496.56",129.15M,-0.23%
"Nov 16, 2012",12588,"12,542.31","12,604.17","12,471.49",197.11M,0.37%
"Nov 19, 2012",12796,"12,590.23","12,796.19","12,590.23",136.91M,1.65%
"Nov 20, 2012",12789,"12,790.89","12,808.56","12,701.07",134.16M,-0.06%
"Nov 21, 2012",12837,"12,788.36","12,845.99","12,786.13",97.30M,0.38%
"Nov 23, 2012",13010,"12,833.13","13,011.45","12,832.98",61.11M,1.35%
"Nov 26, 2012",12967,"13,008.30","13,008.45","12,900.17",114.36M,-0.33%
"Nov 27, 2012",12878,"12,963.38","12,980.19","12,868.26",117.90M,-0.69%
"Nov 28, 2012",12985,"12,875.56","12,989.10","12,765.32",131.00M,0.83%
"Nov 29, 2012",13022,"12,977.35","13,062.56","12,961.92",113.62M,0.28%
"Nov 30, 2012",13026,"13,022.05","13,053.74","12,988.68",171.07M,0.03%
"Dec 03, 2012",12966,"13,027.73","13,087.32","12,959.42",112.90M,-0.46%
"Dec 04, 2012",12952,"12,966.45","13,022.51","12,940.07",125.29M,-0.11%
"Dec 05, 2012",13034,"12,948.96","13,089.11","12,923.44",161.23M,0.64%
"Dec 06, 2012",13074,"13,026.19","13,076.88","13,007.84",116.85M,0.30%
"Dec 07, 2012",13155,"13,072.87","13,157.28","13,072.87",124.13M,0.62%
"Dec 10, 2012",13170,"13,154.89","13,195.35","13,139.08",118.53M,0.11%
"Dec 11, 2012",13248,"13,170.34","13,306.57","13,170.34",124.51M,0.60%
"Dec 12, 2012",13245,"13,250.05","13,329.44","13,227.44",127.51M,-0.02%
"Dec 13, 2012",13171,"13,241.38","13,264.41","13,147.19",101.19M,-0.56%
"Dec 14, 2012",13135,"13,170.80","13,190.41","13,118.46",117.62M,-0.27%
"Dec 17, 2012",13235,"13,135.17","13,244.33","13,134.63",142.98M,0.76%
"Dec 18, 2012",13351,"13,236.61","13,365.86","13,232.58",152.92M,0.87%
"Dec 19, 2012",13252,"13,351.04","13,357.70","13,251.74",149.02M,-0.74%
"Dec 20, 2012",13312,"13,246.67","13,314.64","13,216.03",119.80M,0.45%
"Dec 21, 2012",13191,"13,309.95","13,309.95","13,122.53",413.27M,-0.91%
"Dec 24, 2012",13139,"13,190.15","13,190.38","13,128.55",47.71M,-0.39%
"Dec 26, 2012",13115,"13,138.85","13,174.88","13,076.87",79.41M,-0.19%
"Dec 27, 2012",13096,"13,114.97","13,141.74","12,964.08",100.16M,-0.14%
"Dec 28, 2012",12938,"13,095.08","13,095.46","12,926.86",85.98M,-1.21%
"Dec 31, 2012",13104,"12,938.19","13,109.13","12,883.89",145.74M,1.28%
"Jan 02, 2013",13413,"13,104.30","13,412.71","13,104.30",161.43M,2.35%
"Jan 03, 2013",13391,"13,413.01","13,430.60","13,358.30",129.63M,-0.16%
"Jan 04, 2013",13435,"13,391.05","13,447.11","13,376.23",107.59M,0.33%
"Jan 07, 2013",13384,"13,436.13","13,436.13","13,343.32",113.12M,-0.38%
"Jan 08, 2013",13329,"13,377.42","13,377.42","13,293.13",129.57M,-0.41%
"Jan 09, 2013",13391,"13,329.92","13,416.55","13,329.08",123.07M,0.46%
"Jan 10, 2013",13471,"13,391.82","13,478.20","13,382.29",133.52M,0.60%
"Jan 11, 2013",13488,"13,471.45","13,496.68","13,439.97",119.20M,0.13%
